subject, block_type, block, delay_condition, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, coins_per_block, coins_per_task,ITI_duration,rt_deadline,choice_feedback_duration,outcome_duration
20, test, 1, 1, 83, 2, 4, 2, 4, 0.35, 0, left, 1, 0, 0.35, 0, 0, 1.0158287000376731, 1, 15.000000,15.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 84, 2, 3, 2, 3, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.5562346999067813, 1, 16.000000,16.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 85, 3, 1, 3, 1, 0, 0, left, 1, 0, 0.35, 0, 0, 0.5018501000013202, 0, 16.000000,16.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 86, 2, 1, 2, 1, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.5242077999282628, 1, 17.000000,17.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 87, 2, 1, 1, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.5183954001404345, 1, 18.000000,18.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 88, 1, 4, 4, 1, 0, 0, right, 2, 0, 0.35, 0, 0, 0.703767400002107, 0, 18.000000,18.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 89, 2, 4, 4, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 1.34302860009484, 1, 19.000000,19.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 90, 3, 1, 3, 1, 0, 0, left, 1, 0, 0.35, 0, 0, 0.5447144000791013, 0, 19.000000,19.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 91, 2, 3, 2, 3, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.73886390007101, 0, 19.000000,19.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 92, 1, 3, 1, 3, 0, 0, left, 1, 0, 0.35, 0, 0, 0.49870970007032156, 0, 19.000000,19.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 93, 2, 1, 1, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 1.0116164998617023, 1, 20.000000,20.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 94, 2, 4, 4, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 1.2389414999634027, 0, 20.000000,20.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 95, 3, 1, 3, 1, 0, 0, left, 1, 0, 0.35, 0, 0, 0.7877579999621958, 0, 20.000000,20.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 96, 2, 1, 2, 1, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.48369410005398095, 1, 21.000000,21.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 97, 1, 4, 4, 1, 0, 0, right, 2, 0, 0.35, 0, 0, 0.5176291998941451, 0, 21.000000,21.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 98, 3, 1, 3, 1, 0, 0, left, 1, 0, 0.35, 0, 0, 0.5831853998824954, 0, 21.000000,21.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 99, 1, 4, 4, 1, 0, 0, right, 2, 0, 0.35, 0, 0, 0.5400786998216063, 0, 21.000000,21.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 100, 3, 1, 3, 1, 0, 0, left, 1, 0, 0.35, 0, 0, 0.5217416000086814, 0, 21.000000,21.000000,1.000000,6.000000,0.500000,1.000000
