subject, block_type, block, delay_condition, trial, chosen, unchosen, offer_right_image, offer_left_image, exp_value_right, exp_value_left, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, coins_per_block, coins_per_task,ITI_duration,rt_deadline,choice_feedback_duration,outcome_duration
11, test, 2, 1, 7, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6641134999954375, 0, 4.000000,20.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 8, 4, 2, 2, 4, 0.65, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6500116000097478, 1, 5.000000,21.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 9, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8285289999912493, 0, 5.000000,21.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 10, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 1.0348155000101542, 1, 6.000000,22.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 11, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6062197999999626, 1, 7.000000,23.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 12, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8390674000111176, 0, 7.000000,23.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 13, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6543460000102641, 1, 8.000000,24.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 14, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6808313000074122, 1, 9.000000,25.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 15, 4, 2, 4, 2, 0.65, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.5626652999926591, 1, 10.000000,26.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 16, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5859671999933198, 1, 11.000000,27.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 17, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6069141999905696, 1, 12.000000,28.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 18, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 2.8940374000085285, 1, 13.000000,29.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 19, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 1.4345203000120819, 1, 14.000000,30.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 20, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7376189000060549, 1, 15.000000,31.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 21, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 1.0802188999950886, 1, 16.000000,32.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 22, 3, 2, 2, 3, 0.55, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5386175999883562, 1, 17.000000,33.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 23, 3, 1, 1, 3, 0.55, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.4402269999991404, 0, 17.000000,33.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 24, 4, 2, 2, 4, 0.65, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.38291190000018105, 0, 17.000000,33.000000,1.000000,6.000000,0.500000,1.000000
11, test, 2, 1, 25, 4, 1, 4, 1, 0.65, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.4401263000036124, 1, 18.000000,34.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 1, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6203489000035916, 1, 1.000000,35.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 2, 4, 2, 2, 4, 0.65, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.3766646000003675, 0, 1.000000,35.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 3, 1, 3, 1, 3, 0.35, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7930952000024263, 0, 1.000000,35.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 4, 4, 2, 2, 4, 0.65, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.690805400008685, 0, 1.000000,35.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 5, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.3228378000058001, 0, 1.000000,35.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 6, 4, 3, 4, 3, 0.65, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.4043312000139849, 0, 1.000000,35.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 7, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.47586649999720976, 0, 1.000000,35.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 8, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 2.3666483999986667, 1, 2.000000,36.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 9, 3, 2, 3, 2, 0.55, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.39681910000217613, 0, 2.000000,36.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 10, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.49334749999979977, 1, 3.000000,37.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 11, 2, 1, 1, 2, 0.45, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6325148000032641, 0, 3.000000,37.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 12, 1, 2, 1, 2, 0.35, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.831312499998603, 1, 4.000000,38.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 13, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5932814000116196, 0, 4.000000,38.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 14, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.670964200005983, 1, 5.000000,39.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 15, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.0017121999990195036, 0, 5.000000,39.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 16, 4, 2, 2, 4, 0.65, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5382360000076005, 1, 6.000000,40.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 17, 3, 4, 3, 4, 0.55, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.9534351000038441, 0, 6.000000,40.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 18, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.299043699997128, 1, 7.000000,41.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 19, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 4.678850700001931, 1, 8.000000,42.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 20, 2, 1, 1, 2, 0.45, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.4411713999870699, 1, 9.000000,43.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 21, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8241969999944558, 1, 10.000000,44.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 22, 4, 3, 4, 3, 0.65, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7317525999969803, 1, 11.000000,45.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 23, 3, 1, 1, 3, 0.55, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.9226064000104088, 1, 12.000000,46.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 24, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.4175035999942338, 1, 13.000000,47.000000,1.000000,6.000000,0.500000,1.000000
11, test, 3, 7, 25, 3, 2, 2, 3, 0.55, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.4100058999902103, 0, 13.000000,47.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 1, 2, 4, 2, 4, 0.45, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.32023640000261366, 0, 0.000000,47.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 2, 3, 1, 1, 3, 0.55, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.3123820000037085, 1, 1.000000,48.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 3, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.2878781000035815, 1, 2.000000,49.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 4, 3, 4, 3, 4, 0.55, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7388112999906298, 1, 3.000000,50.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 5, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.3284661000070628, 0, 3.000000,50.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 6, 2, 1, 2, 1, 0.45, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.3281652000005124, 0, 3.000000,50.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 7, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.2786153000051854, 0, 3.000000,50.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 8, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.31922029999259394, 0, 3.000000,50.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 9, 1, 3, 3, 1, 0.35, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.3031336999993073, 0, 3.000000,50.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 10, 3, 1, 3, 1, 0.55, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8768829000036931, 0, 3.000000,50.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 11, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.264676499995403, 0, 3.000000,50.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 12, 2, 1, 2, 1, 0.45, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.4316016000084346, 1, 4.000000,51.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 13, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.3946882000018377, 0, 4.000000,51.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 14, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.39420589999645017, 0, 4.000000,51.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 15, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8590263999940362, 0, 4.000000,51.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 16, 2, 1, 2, 1, 0.45, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8720387999928789, 1, 5.000000,52.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 17, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.3900849999918137, 0, 5.000000,52.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 18, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7999125000060303, 1, 6.000000,53.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 19, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 1.2174624999897787, 1, 7.000000,54.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 20, 2, 1, 2, 1, 0.45, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 1.4960524000052828, 0, 7.000000,54.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 21, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8521366999921156, 0, 7.000000,54.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 22, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.367443800001638, 1, 8.000000,55.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 23, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7822665999992751, 0, 8.000000,55.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 24, 2, 1, 1, 2, 0.45, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.838266200007638, 1, 9.000000,56.000000,1.000000,6.000000,0.500000,1.000000
11, test, 4, 1, 25, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6815332999976818, 0, 9.000000,56.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 1, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6172312999988208, 0, 0.000000,56.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 2, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5527596999891102, 0, 0.000000,56.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 3, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8826097999990452, 0, 0.000000,56.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 4, 4, 1, 4, 1, 0.65, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7995615999971051, 1, 1.000000,57.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 5, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6358687000029022, 0, 1.000000,57.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 6, 1, 2, 1, 2, 0.35, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.48381039999367204, 0, 1.000000,57.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 7, 3, 2, 2, 3, 0.55, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.4176024000043981, 1, 2.000000,58.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 8, 3, 1, 3, 1, 0.55, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.45395119999011513, 0, 2.000000,58.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 9, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.47210590000031516, 1, 3.000000,59.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 10, 3, 1, 1, 3, 0.55, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.49306750000687316, 1, 4.000000,60.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 11, 4, 2, 4, 2, 0.65, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 1.2233148999948753, 1, 5.000000,61.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 12, 4, 2, 2, 4, 0.65, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.49849559999711346, 1, 6.000000,62.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 13, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 1.3220481000025757, 1, 7.000000,63.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 14, 4, 3, 4, 3, 0.65, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 1.7354485000105342, 1, 8.000000,64.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 15, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6735468999977456, 0, 8.000000,64.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 16, 3, 2, 3, 2, 0.55, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7033632000093348, 1, 9.000000,65.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 17, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8117117999936454, 1, 10.000000,66.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 18, 3, 1, 1, 3, 0.55, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6159676999959629, 0, 10.000000,66.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 19, 1, 2, 1, 2, 0.35, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 1.4588645999901928, 1, 11.000000,67.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 20, 1, 2, 1, 2, 0.35, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.4700890999956755, 1, 12.000000,68.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 21, 3, 4, 3, 4, 0.55, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.9152539999922737, 1, 13.000000,69.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 22, 3, 1, 1, 3, 0.55, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 1.0843352999945637, 0, 13.000000,69.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 23, 4, 2, 4, 2, 0.65, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 1.246164600001066, 0, 13.000000,69.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 24, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 1.2192579999973532, 1, 14.000000,70.000000,1.000000,6.000000,0.500000,1.000000
11, test, 5, 7, 25, 4, 2, 4, 2, 0.65, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 1.6089595000084955, 0, 14.000000,70.000000,1.000000,6.000000,0.500000,1.000000
11, test, 6, 1, 1, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.836745399996289, 0, 0.000000,70.000000,1.000000,6.000000,0.500000,1.000000
11, test, 6, 1, 2, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.839832400000887, 1, 1.000000,71.000000,1.000000,6.000000,0.500000,1.000000
