subject, block_type, block, delay_condition, trial, chosen, unchosen, offer_right_image, offer_left_image, exp_value_right, exp_value_left, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, coins_per_block, coins_per_task,ITI_duration,rt_deadline,choice_feedback_duration,outcome_duration
10, test, 1, 1, 14, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6063505999918561, 0, 6.000000,8.000000,1.000000,6.000000,0.500000,1.000000
10, test, 1, 1, 15, 1, 3, 1, 3, 0.35, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.6298372000019299, 0, 6.000000,8.000000,1.000000,6.000000,0.500000,1.000000
10, test, 1, 1, 16, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7122461999970255, 0, 6.000000,8.000000,1.000000,6.000000,0.500000,1.000000
10, test, 1, 1, 17, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5452366999961669, 1, 7.000000,9.000000,1.000000,6.000000,0.500000,1.000000
10, test, 1, 1, 18, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8103305999975419, 0, 7.000000,9.000000,1.000000,6.000000,0.500000,1.000000
10, test, 1, 1, 19, 1, 3, 1, 3, 0.35, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8159938000026159, 0, 7.000000,9.000000,1.000000,6.000000,0.500000,1.000000
10, test, 1, 1, 20, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.08714879999752156, 1, 8.000000,10.000000,1.000000,6.000000,0.500000,1.000000
10, test, 1, 1, 21, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.853368700001738, 0, 8.000000,10.000000,1.000000,6.000000,0.500000,1.000000
10, test, 1, 1, 22, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 1.2306527000037022, 1, 9.000000,11.000000,1.000000,6.000000,0.500000,1.000000
10, test, 1, 1, 23, 3, 2, 2, 3, 0.55, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 1.0746089000022039, 1, 10.000000,12.000000,1.000000,6.000000,0.500000,1.000000
10, test, 1, 1, 24, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7758090999996057, 0, 10.000000,12.000000,1.000000,6.000000,0.500000,1.000000
10, test, 1, 1, 25, 1, 2, 1, 2, 0.35, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.926258899999084, 0, 10.000000,12.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 1, 3, 4, 3, 4, 0.55, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.49969460000284016, 0, 0.000000,12.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 2, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.9062637000024552, 0, 0.000000,12.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 3, 4, 1, 4, 1, 0.65, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.001106600000639446, 1, 1.000000,13.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 4, 3, 1, 3, 1, 0.55, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 1.281186100008199, 0, 1.000000,13.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 5, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6790458000032231, 1, 2.000000,14.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 6, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.5570506999938516, 0, 2.000000,14.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 7, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 1.2511055000068154, 1, 3.000000,15.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 8, 2, 4, 2, 4, 0.45, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.5032202000002144, 1, 4.000000,16.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 9, 2, 1, 1, 2, 0.45, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8194814000016777, 0, 4.000000,16.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 10, 2, 1, 2, 1, 0.45, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 1.295153900005971, 0, 4.000000,16.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 11, 1, 3, 3, 1, 0.35, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.895522599996184, 1, 5.000000,17.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 12, 3, 2, 3, 2, 0.55, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8535919999994803, 0, 5.000000,17.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 13, 4, 3, 4, 3, 0.65, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 1.0281735000025947, 1, 6.000000,18.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 14, 4, 3, 4, 3, 0.65, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.9001966999931028, 0, 6.000000,18.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 15, 3, 2, 2, 3, 0.55, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6871057000098517, 1, 7.000000,19.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 16, 3, 4, 3, 4, 0.55, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 1.4053452999942238, 1, 8.000000,20.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 17, 1, 3, 1, 3, 0.35, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 1.2746557999926154, 1, 9.000000,21.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 18, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 1.0230417999991914, 0, 9.000000,21.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 19, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 1.4595037999970373, 0, 9.000000,21.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 20, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7862766999896849, 0, 9.000000,21.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 21, 4, 3, 4, 3, 0.65, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 1.4825910000072327, 0, 9.000000,21.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 22, 3, 2, 2, 3, 0.55, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.839516599997296, 1, 10.000000,22.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 23, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 1.6423656999977538, 1, 11.000000,23.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 24, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 1.3900319999956992, 0, 11.000000,23.000000,1.000000,6.000000,0.500000,1.000000
10, test, 2, 7, 25, 3, 2, 3, 2, 0.55, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 4.326583099988056, 0, 11.000000,23.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 1, 3, 2, 3, 2, 0.55, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 2.1402056999941124, 0, 0.000000,23.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 2, 1, 3, 3, 1, 0.35, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6147809000103734, 1, 1.000000,24.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 3, 1, 2, 1, 2, 0.35, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7154024000046775, 1, 2.000000,25.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 4, 3, 2, 2, 3, 0.55, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5781819999974687, 1, 3.000000,26.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 5, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.48457390000112355, 1, 4.000000,27.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 6, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 1.1187511000025552, 1, 5.000000,28.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 7, 3, 2, 3, 2, 0.55, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8442553000058979, 0, 5.000000,28.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 8, 1, 3, 1, 3, 0.35, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 1.3691672999993898, 1, 6.000000,29.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 9, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 1.7238335000001825, 1, 7.000000,30.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 10, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8302822999976343, 1, 8.000000,31.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 11, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 1.0769432999950368, 0, 8.000000,31.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 12, 3, 2, 3, 2, 0.55, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7550939000066137, 1, 9.000000,32.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 13, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8489246000099229, 0, 9.000000,32.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 14, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6194789000001037, 0, 9.000000,32.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 15, 4, 3, 4, 3, 0.65, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.6476105999900028, 1, 10.000000,33.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 16, 1, 3, 1, 3, 0.35, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7313835999957519, 1, 11.000000,34.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 17, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.9504948999965563, 1, 12.000000,35.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 18, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.9939322999998694, 1, 13.000000,36.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 19, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8134800999978324, 1, 14.000000,37.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 20, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6135350000113249, 1, 15.000000,38.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 21, 4, 3, 4, 3, 0.65, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.9172366999991937, 1, 16.000000,39.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 22, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.4935728999989806, 0, 16.000000,39.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 23, 4, 2, 4, 2, 0.65, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 1.8579923000070266, 1, 17.000000,40.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 24, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.960047400003532, 0, 17.000000,40.000000,1.000000,6.000000,0.500000,1.000000
10, test, 3, 1, 25, 1, 2, 1, 2, 0.35, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7237377999990713, 0, 17.000000,40.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 1, 3, 2, 2, 3, 0.55, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 1.261784100002842, 1, 1.000000,41.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 2, 3, 1, 3, 1, 0.55, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 1.0849947999959113, 1, 2.000000,42.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 3, 4, 2, 2, 4, 0.65, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.784869199997047, 1, 3.000000,43.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 4, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.710670200001914, 1, 4.000000,44.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 5, 2, 1, 2, 1, 0.45, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.5709825999947498, 0, 4.000000,44.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 6, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7014854000008199, 1, 5.000000,45.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 7, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.801548500006902, 1, 6.000000,46.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 8, 3, 1, 1, 3, 0.55, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7543627999984892, 0, 6.000000,46.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 9, 4, 3, 4, 3, 0.65, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7159932000067784, 0, 6.000000,46.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 10, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5202702000096906, 0, 6.000000,46.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 11, 2, 1, 1, 2, 0.45, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5213813000009395, 0, 6.000000,46.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 12, 1, 3, 1, 3, 0.35, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8531647000054363, 0, 6.000000,46.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 13, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.4917513999971561, 0, 6.000000,46.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 14, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.3113076000008732, 0, 6.000000,46.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 15, 2, 4, 2, 4, 0.45, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.5561030000098981, 1, 7.000000,47.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 16, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5425830000021961, 0, 7.000000,47.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 17, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.708621800004039, 1, 8.000000,48.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 18, 2, 1, 2, 1, 0.45, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.37306030000036117, 0, 8.000000,48.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 19, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7485168999992311, 0, 8.000000,48.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 20, 1, 3, 1, 3, 0.35, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 1.3348487000039313, 0, 8.000000,48.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 21, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7831501999899046, 1, 9.000000,49.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 22, 2, 1, 2, 1, 0.45, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 1.6990237999998499, 0, 9.000000,49.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 23, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 1.2152462999947602, 0, 9.000000,49.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 24, 3, 4, 3, 4, 0.55, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.5317058000073303, 1, 10.000000,50.000000,1.000000,6.000000,0.500000,1.000000
10, test, 4, 7, 25, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.6601836999907391, 1, 11.000000,51.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 1, 4, 1, 4, 1, 0.65, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7781904000003124, 0, 0.000000,51.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 2, 2, 4, 2, 4, 0.45, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 1.0836963999900036, 1, 1.000000,52.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 3, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.47347670000453945, 0, 1.000000,52.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 4, 3, 4, 3, 4, 0.55, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.6624067999946419, 1, 2.000000,53.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 5, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5650934999866877, 0, 2.000000,53.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 6, 3, 1, 1, 3, 0.55, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8229186999960802, 0, 2.000000,53.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 7, 2, 1, 2, 1, 0.45, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 1.278241199994227, 1, 3.000000,54.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 8, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6007668999955058, 0, 3.000000,54.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 9, 4, 3, 4, 3, 0.65, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7654892999998992, 1, 4.000000,55.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 10, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7785495999996783, 0, 4.000000,55.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 11, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.9636605999985477, 1, 5.000000,56.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 12, 3, 1, 1, 3, 0.55, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 1.070701899996493, 0, 5.000000,56.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 13, 1, 3, 3, 1, 0.35, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.9277825999888591, 0, 5.000000,56.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 14, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 1.455506999991485, 1, 6.000000,57.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 15, 1, 3, 1, 3, 0.35, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8752084000007017, 0, 6.000000,57.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 16, 2, 1, 1, 2, 0.45, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.36025709999375977, 0, 6.000000,57.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 17, 4, 2, 2, 4, 0.65, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6693360999925062, 1, 7.000000,58.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 18, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 1.1080842000083067, 0, 7.000000,58.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 19, 4, 1, 4, 1, 0.65, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.6871468000026653, 1, 8.000000,59.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 20, 4, 2, 4, 2, 0.65, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 1.2976978999940911, 0, 8.000000,59.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 21, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.4779487999912817, 1, 9.000000,60.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 22, 4, 2, 2, 4, 0.65, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6840457000071183, 0, 9.000000,60.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 23, 3, 2, 3, 2, 0.55, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8726242999982787, 0, 9.000000,60.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 24, 2, 4, 2, 4, 0.45, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 1.0549660000106087, 0, 9.000000,60.000000,1.000000,6.000000,0.500000,1.000000
10, test, 5, 1, 25, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 1.225323999999091, 0, 9.000000,60.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 1, 4, 1, 4, 1, 0.65, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 1.6394289000018034, 1, 1.000000,61.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 2, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 1.8934077000012621, 1, 2.000000,62.000000,1.000000,6.000000,0.500000,1.000000
